Mean,Median,Mode,StandardDeviation,Skewness,Kurtosis,Disorder
41.26281357,9,0,49.03368211,1.153535037,0.803456544,1
42.9847641,26,6,43.62843668,1.044681217,0.721944312,1
53.81742859,58,0,45.67615791,0.679193219,0.073624152,1
52.90805054,52,0,40.90211729,0.726919799,0.31537155,1
55.84090042,60,0,42.46754641,0.534297151,-0.059096436,1
53.55643845,50,0,49.8861709,0.687938678,-0.407845655,1
53.79092407,51,0,49.67496306,0.685370948,-0.388348399,1
47.15018845,46,0,43.06427583,0.678985301,-0.357774005,1
54.18822861,54,0,48.46801652,0.643207358,-0.362950872,1
47.64472961,45,5,44.26768963,0.658404516,-0.27764371,1
50.06687546,51,0,45.16259614,0.641857766,-0.23134547,1
55.05757141,59,0,48.28421938,0.585050982,-0.283221867,1
40.53931427,31,6,40.3230303,1.035939039,0.920299028,1
55.57526016,61,0,48.03115935,0.574436735,-0.198861026,1
59.57993317,66,0,50.49009989,0.540357193,-0.24079511,1
56.91935349,64,0,47.39060383,0.533400413,-0.145727971,1
54.85238266,62,0,44.59845261,0.506627496,-0.096464443,1
44.20808029,43,7,36.62288583,0.799104869,0.354267776,1
54.92518234,54,8,40.06816185,0.986447627,1.577818955,1
51.43540573,50,7,38.00967737,1.012309052,1.557206677,1
54.35561371,55,8,38.68767576,0.893387012,1.479976998,1
70.99814606,78,4,52.36639636,0.381956332,-0.271241108,1
68.62737274,74,3,50.57841933,0.402654149,-0.284261627,1
39.98826599,32,6,39.11454589,1.01135629,0.980992777,1
65.80405045,70,3,48.06510093,0.419610381,-0.210174688,1
57.72635269,63,3,42.41622994,0.451705973,-0.079539877,1
58.65768051,64,3,44.14670123,0.48235538,-0.093304423,1
60.57164764,66,3,45.37020673,0.473689291,-0.028333066,1
62.2677233,57,1,48.79601038,0.77774465,0.227471454,1
86.89915625,85,15,52.19003269,0.535961067,-0.037419096,1
74.50132587,65,0,59.60107164,0.865080439,0.336705634,1
70.12013528,75,88,44.10776496,0.778680699,1.871185961,1
59.11315674,59,0,39.65941922,0.91825181,1.070653634,1
65.92245245,68,82,38.67658547,1.346990036,3.744949239,1
46.31289673,49,5,43.32903319,0.871713684,0.336488588,1
48.20881018,36,1,50.61851355,0.784560071,-0.339380782,1
56.789903,19,0,75.24967687,1.421811067,1.065555012,1
79.85866345,78,82,41.19669323,1.101555066,2.650207004,1
102.333716,93,92,60.42659579,0.700383513,-0.114182409,1
49.00842992,38,1,50.69022442,0.76782036,-0.379918311,1
51.15778664,51,10,35.70250983,1.49333782,3.940830692,1
39.17660284,34,0,34.32658979,2.200111367,7.825855571,1
71.51089789,70,0,62.07809265,0.490991429,-0.618718716,1
26.8780899,6,0,36.39208992,1.688583871,3.081604653,1
42.79630379,36,0,38.35900269,1.345129758,2.691291338,1
49.02815247,49,6,46.68821216,0.956935878,0.536352125,1
58.10972595,56,9,44.54109248,1.050098559,1.691969688,1
53.98806,60,3,42.38402588,0.687596101,0.77839792,1
53.05023956,59,3,40.50856532,0.72018661,1.071186241,1
53.6576004,59,3,40.95729422,0.752799327,1.228769636,1
50.84292221,54,3,39.48961923,0.834324493,1.418900063,1
62.00063324,69,2,42.58231039,0.420793628,0.307466585,1
59.0476532,66,2,41.1708273,0.529579141,0.675372976,1
60.31705093,67,2,41.28755152,0.53997343,0.823251784,1
63.73709869,68,3,43.76824324,0.563292569,0.711595957,1
64.73760986,69,2,44.46295277,0.596639692,0.872470818,1
47.42516327,46,6,45.3986053,0.996646272,0.658135449,1
66.25418854,72,3,46.08550966,0.603853952,0.861343121,1
65.74549484,74,3,45.96059294,0.558931819,0.74603735,1
51.8813591,56,6,34.50408896,0.866240043,2.260461649,1
49.91311646,54,6,33.84352914,0.983079387,2.696197499,1
50.83233261,52,7,35.43426216,1.05180038,2.63452053,1
52.13603973,54,7,36.29487434,1.008394344,2.376899897,1
49.23084641,52,6,34.04828801,1.05070821,2.765907821,1
49.57562256,54,6,33.62736491,1.005486314,2.824629508,1
50.7651825,55,6,34.09807833,0.934944001,2.534278172,1
51.10276794,53,7,40.96335692,0.992301675,1.611150312,1
46.64069748,45,0,44.83377922,1.029753494,0.770344377,1
49.24430847,49,7,40.4616063,1.08034213,1.716234011,1
47.44582748,47,7,38.28246454,1.031228957,1.383917704,1
50.95848083,54,7,39.36506174,0.94054557,1.597805598,1
50.72092438,54,6,38.93182691,0.973904151,1.758119882,1
49.13287735,53,6,37.98976431,0.989161824,1.793303265,1
50.33451843,55,6,38.33999406,0.912796942,1.581875741,1
45.0500679,47,3,33.43398772,1.155655166,3.365239859,1
47.1546936,49,3,34.59568548,1.135675805,3.398310127,1
46.05394363,47,3,34.54520629,1.244153888,3.593389429,1
49.91136932,52,3,35.96953103,1.08614684,3.057301628,1
38.99555969,28,5,39.28731288,0.976972326,0.577606563,1
43.11153793,44,3,31.63432963,1.114108194,2.855815475,1
51.46645737,55,3,36.32033367,0.898738366,2.26181138,1
53.53723145,56,3,45.61737016,0.758172006,0.570946918,1
47.64481735,49,3,41.00886116,0.839805336,0.814513709,1
49.70438004,52,3,42.05833099,0.845556622,0.924828123,1
53.12239838,55,3,44.48128033,0.807347736,0.829499753,1
55.16137314,58,3,46.26073271,0.738159414,0.549552239,1
48.68379593,48,3,43.52851961,0.989858904,1.148619206,1
45.37934875,42,3,42.96352516,1.122958668,1.382058726,1
61.30335617,69,89,37.7956615,0.247058371,-0.161007911,1
42.71057892,34,6,42.48935618,0.980656139,0.689021507,1
53.28776169,59,7,33.54223542,0.266763162,-0.293924565,1
62.89984131,68,9,39.02400546,0.262942226,-0.340619125,1
55.87936401,59,7,34.39371322,0.360523074,-0.07621441,1
60.83597946,68,86,37.35925475,0.304424688,-0.026343772,1
46.14394379,48,3,34.86491157,0.625987555,0.409425255,1
49.97836304,53,3,36.51692796,0.527636565,0.214247739,1
50.45933151,54,4,37.1687807,0.579577874,0.367597356,1
53.96121597,59,4,38.6755782,0.472384032,0.229055176,1
57.41794586,62,4,41.35501109,0.483491513,0.197202398,1
58.35284042,65,4,41.10236137,0.34367188,0.012632813,1
38.35948563,29,5,38.27363206,1.019871155,0.801265025,1
59.28190613,65,4,43.73250989,0.432331247,-0.053225644,1
65.57333755,72,4,49.34724044,0.493370314,0.10044107,1
64.48981476,70,4,49.76858851,0.575134502,0.252028545,1
63.19680023,69,3,48.92760792,0.567371483,0.238250714,1
66.32292938,76,4,42.82917257,0.148555673,0.092599708,1
64.79161072,73,4,41.38280015,0.144603599,0.066313183,1
62.82200623,69,4,39.98956977,0.168126548,0.168142289,1
62.82200623,69,4,39.98956977,0.168126548,0.168142289,1
65.48637772,73,4,41.77938244,0.183098364,0.103422437,1
46.70122147,46,5,36.81402159,1.165537735,2.898963854,1
40.30958557,25,0,42.43909683,0.867876278,-0.111835973,1
41.05902863,8,0,47.18758677,0.961523371,0.365947406,1
48.39727402,51,5,37.10201097,1.065993924,2.659733617,1
61.98666382,70,3,49.13286302,0.533935642,0.100935333,1
62.36849213,70,4,49.58863772,0.592868999,0.285639725,1
58.7746582,65,3,46.58430045,0.632904569,0.451001747,1
57.09989166,62,3,45.20128088,0.652406758,0.484547887,1
53.82913589,60,3,42.93089907,0.604518771,0.321187066,1
56.18002319,62,3,45.05651199,0.631096188,0.374435586,1
53.63065338,56,9,39.41434981,0.979129102,1.821450677,1
52.11816025,53,9,38.89200718,1.0591127,2.00321755,1
37.08752823,37,7,27.60684316,1.15102379,2.382299401,1
36.124897,6,0,41.61295462,1.033375342,0.797759912,1
41.90667343,42,7,30.81020768,1.101771949,2.33361538,1
39.90510178,41,7,29.36846463,1.000056289,1.922940067,1
51.69619751,54,8,37.77287303,0.968287956,1.884104482,1
54.84257889,59,10,35.25624877,0.671660852,1.372484399,1
56.52501297,59,11,36.63821964,0.759224685,1.400275212,1
54.87791443,61,10,35.92656173,0.578571431,1.138108335,1
61.72378922,70,3,46.53225743,0.446697328,0.036170961,1
61.3547287,68,3,46.74838033,0.513030762,0.176789088,1
60.64824677,66,3,46.31594053,0.551732195,0.248580085,1
60.0075531,65,3,45.16485497,0.554386333,0.338679276,1
37.75302887,6,0,43.53391262,1.070302188,1.030503961,1
57.98490524,62,3,43.41197433,0.593519566,0.467964943,1
60.06715012,68,3,49.20769884,0.508961016,-0.090924229,1
53.60894012,59,3,44.80030676,0.599142836,0.11718375,1
55.84259033,61,3,46.26670992,0.63280593,0.31209537,1
56.57684708,61,3,47.20222908,0.706230028,0.521686681,1
57.89300156,63,3,47.94911595,0.634989793,0.300076244,1
58.54163361,65,3,48.01735912,0.570289582,0.138577081,1
59.86582565,66,3,50.35362535,0.578153261,-0.013562367,1
63.83362579,73,3,51.61033137,0.482673159,-0.130337938,1
51.71517563,56,3,43.64832767,0.791661214,0.774556897,1
33.57155991,9,0,39.90237509,1.197499143,1.043723909,1
54.5625267,63,3,43.54717499,0.508504832,0.099587211,1
61.92650986,71,3,50.2204751,0.587896624,0.234225628,1
59.90312958,66,3,49.49341925,0.691626784,0.477894212,1
57.13806152,64,3,46.40398968,0.714143475,0.731726005,1
56.86914063,62,3,46.18575642,0.789299801,1.034545349,1
53.04471588,57,3,43.97316018,0.809642408,0.91984432,1
54.69914246,61,3,44.87987906,0.718347588,0.741533611,1
58.04170227,65,3,47.49701248,0.657127397,0.483562323,1
56.73564148,59,8,40.30912788,0.874431561,1.43458459,1
56.81696701,58,8,40.11195056,0.909138951,1.550746444,1
30.54084396,8,0,35.61216535,1.195633517,1.277014978,1
58.10972595,56,9,44.54109248,1.050098559,1.691969688,1
49.03509903,48,7,40.02511266,0.783312979,0.349532362,1
50.46201324,51,7,40.23056014,0.736216606,0.305453722,1
50.46201324,51,7,40.23056014,0.736216606,0.305453722,1
44.81075668,44,0,40.30040427,0.757926132,-0.077501269,1
50.71915054,51,7,39.27849842,0.711981481,0.388138809,1
48.72465897,50,0,43.37506276,0.739780025,-0.110214463,1
51.07290268,52,0,44.64910775,0.696427311,-0.183733371,1
52.87295914,56,0,45.04647852,0.630922415,-0.25711827,1
54.36774063,58,0,45.58521015,0.595568917,-0.284191093,1
31.63314438,11,0,36.74505088,1.243397575,1.6154614,1
65.15109253,72,8,38.35053855,0.38746491,0.886490728,1
60.72660065,67,8,36.30627333,0.489033717,1.176023804,1
60.72660065,67,8,36.30627333,0.489033717,1.176023804,1
58.23173141,62,7,35.90516102,0.575066921,1.067840028,1
53.69129181,57,7,34.0937126,0.669714016,1.19616778,1
69.41265488,76,6,42.63444679,0.231784028,0.266564783,1
61.8054657,68,5,38.39369037,0.328105453,0.462169565,1
60.94595337,66,5,37.49971691,0.369196496,0.680014223,1
62.01062012,67,5,37.58234989,0.414119007,0.948569645,1
59.75636673,62,5,36.93546652,0.547542767,1.161998025,1
55.56788635,64,0,40.3384176,0.373028751,-0.20647205,1
57.56383133,60,5,37.24854055,0.600733341,1.192474708,1
59.04915619,63,5,37.29816792,0.522010932,1.186181172,1
59.59233475,63,3,48.52865647,0.686046582,0.209626542,1
66.34492111,70,3,53.27922974,0.656429893,0.131972705,1
62.2577858,65,3,49.69942233,0.644086305,0.121863567,1
66.94488525,71,3,53.52305191,0.601116805,-0.025059224,1
45.88064575,44,8,36.63521247,1.219602518,2.606518377,1
46.39001465,44,8,36.96565709,1.268782158,2.740099532,1
46.55962753,43,9,37.30244553,1.34182095,2.782107802,1
47.71586609,45,9,37.82287488,1.253213258,2.448567413,1
51.90593338,60,0,37.96382816,0.418375733,-0.056945948,1
50.95238495,55,7,42.27804635,1.042139198,1.720904871,1
50.66109085,53,7,42.52843993,1.090254825,1.77556361,1
49.9607811,52,7,42.20974212,1.110316188,1.861614896,1
40.71282959,44,5,33.76942675,1.014141385,1.666876046,1
48.88240051,52,6,41.56485427,1.046139592,1.649709901,1
49.9032402,54,6,42.62639666,1.036190125,1.636552876,1
45.47924423,52,4,30.33103348,0.259885066,-0.069755447,1
53.20952988,61,5,35.96156814,0.292706885,-0.127889487,1
50.95302963,59,5,34.95691507,0.310598916,-0.164216904,1
49.7184906,57,5,34.63294708,0.340679286,-0.149168274,1
50.67792511,59,0,37.74107373,0.518939497,0.210878277,1
50.61933136,57,5,35.88723393,0.406444717,-0.096282911,1
52.84792709,60,5,37.10085154,0.366116986,-0.13424253,1
47.90726471,54,4,34.03019718,0.369056692,-0.143125746,1
54.36468887,57,4,45.79323084,0.751689969,0.686357071,1
48.86286545,52,7,34.13739008,1.021624872,2.588193492,1
43.41262054,44,6,31.09360256,1.092258496,2.490542473,1
59.31463623,62,8,44.12153222,0.92064627,1.274539342,1
59.51691437,62,8,43.52569667,0.947901445,1.473374408,1
56.18302155,58,8,41.42141098,0.991973455,1.584492462,1
53.8113327,53,7,40.19206309,1.083736439,1.826044096,1
39.74367142,15,0,45.68414048,1.107347806,0.486920137,1
55.78396988,56,7,40.98829963,1.043248068,1.771824729,1
56.74094391,58,8,41.42512309,0.98326432,1.662507825,1
54.4252243,57,7,40.74237046,1.007460148,1.716680383,1
43.78424072,46,3,32.17376704,0.897683764,1.957466895,1
49.56274796,54,3,33.48865043,0.755729903,1.832900803,1
42.49898529,43,3,29.50807517,1.058992582,3.283070451,1
45.33250427,47,3,31.48335017,1.016010309,3.075377008,1
51.07216263,54,4,36.5449929,1.027191961,2.699987458,1
55.83065414,61,3,38.51014126,0.865703822,2.287332416,1
54.2060318,58,4,37.26607367,0.926475722,2.481694771,1
39.43244553,24,0,40.98934666,0.813969946,-0.201747827,1
37.06320953,15,0,42.04001086,1.116918608,0.662351122,1
60.93785477,67,4,40.13224868,0.692238049,1.816309941,1
60.5437851,68,3,46.07927091,0.466021997,0.100879834,1
58.22719193,65,3,44.33549362,0.529476403,0.33573283,1
58.22719193,65,3,44.33549362,0.529476403,0.33573283,1
54.89962006,62,3,41.3243794,0.555595451,0.568204245,1
49.66772842,54,3,38.34598864,0.675945547,0.927751771,1
50.69330978,57,3,38.52669333,0.572911873,0.682143436,1
54.52017212,63,3,40.92505315,0.484929445,0.430938519,1
54.29419327,63,3,41.07801275,0.455824664,0.232105145,1
56.81594467,63,3,44.45443203,0.573484391,0.353808672,1
36.56522751,15,0,40.71142291,1.079929013,0.628693377,1
53.11709595,56,6,37.27978838,1.04232728,2.335560316,1
51.60501862,52,6,37.33952382,1.089299943,2.170420808,1
55.23789978,58,6,40.68760686,1.063033694,2.046858626,1
62.1766777,71,3,45.6432452,0.455013126,0.291115128,1
59.64432526,66,3,44.68303139,0.633421337,0.761537283,1
58.26938248,64,3,43.48624826,0.64958762,0.900191465,1
60.05589676,66,3,44.65189472,0.576346594,0.534885702,1
63.57294464,71,4,47.1880129,0.525563372,0.402386357,1
52.20853424,54,6,40.4157044,1.145321587,2.296968963,1
48.43663788,49,6,37.33879288,1.131749172,2.054090543,1
34.73610306,17,0,37.82552311,1.050133108,0.70953265,1
49.63535309,50,6,38.54612473,1.08312047,1.763571458,1
48.74239349,50,6,38.67261589,1.128006351,1.980551307,1
57.19757843,60,7,43.64558728,1.059138573,1.937543949,1
51.47776413,52,7,39.32732265,0.981819028,1.556552666,1
51.84589386,50,8,39.79999907,1.06957159,1.87076746,1
52.6783638,51,9,40.78329363,1.212852345,2.288211686,1
48.98353958,51,0,38.14650732,0.580590088,-0.048672206,1
51.8740921,56,0,43.66333511,0.696921041,0.195838717,1
54.47080231,60,0,44.81481504,0.649266006,0.173022281,1
50.77693558,48,8,44.71317994,0.922514748,0.813897298,1
46.58667755,42,8,40.2599714,0.970211521,0.793970673,1
48.08657074,46,8,41.97650885,0.900395917,0.766983077,1
49.05400848,47,8,42.4747609,0.898742155,0.81372253,1
46.22584915,44,7,39.74549262,0.88722627,0.810502803,1
43.89502335,43,6,37.52054166,0.844133931,0.657746285,1
47.58184433,46,7,40.33110074,0.876710753,0.849780617,1
50.92771912,45,8,45.72656802,1.022933608,0.889513927,1
50.33509445,44,9,44.63929282,1.006114823,0.941729702,1
52.25615692,46,9,45.75941925,0.94827537,0.754845819,1
53.34952164,55,0,42.59909506,0.7681204,0.368670212,1
52.19611359,54,0,41.11778033,0.738066487,0.372334144,1
45.93173599,42,8,39.41919291,0.987475474,0.949893781,1
53.76063538,55,0,48.02821063,0.669382897,-0.121502425,1
57.15014267,61,0,49.24785395,0.596798853,-0.194084881,1
58.58911514,64,0,48.52968303,0.507683365,-0.293946181,1
61.0979538,68,0,49.55759404,0.474393547,-0.262094586,1
53.31156158,58,0,42.80556377,0.501449621,-0.125399975,1
54.70633316,60,0,42.4657751,0.436779547,-0.207580229,1
52.55890656,50,9,45.43056935,0.706069149,-0.133469248,1
50.13642502,49,9,42.49634007,0.666425036,-0.113277202,1
51.71556473,50,9,43.25927444,0.653547731,-0.093553833,1
49.05597305,48,8,40.42393706,0.638757333,-0.075150036,1
41.01912308,37,7,34.82029777,0.984181391,1.085592822,1
48.40896988,48,8,39.23951677,0.591666662,-0.145968173,1
47.00521469,47,8,37.67169667,0.588110587,-0.090545146,1
52.81203461,54,9,41.49774817,0.570709875,-0.035348043,1
47.27826309,47,8,39.5858569,0.799975783,0.404909471,1
46.91353226,46,8,39.12280399,0.83257837,0.545272368,1
50.55214691,51,8,41.59709351,0.819521588,0.619074497,1
47.01469803,47,8,38.33806024,0.852716549,0.879347961,1
51.86416245,55,0,38.36892523,0.714568055,0.927121561,1
54.78570557,57,0,41.21721774,0.804688503,1.092264643,1
55.99006653,59,0,40.0655366,0.659861658,0.876700838,1
47.87348175,44,8,39.71662893,0.895961088,0.805266612,1
53.76810837,56,0,38.78561844,0.799045095,1.400826891,1
46.04590225,45,0,40.19214147,0.764961036,0.208811562,1
49.33773041,52,9,35.75875104,0.365751444,-0.461852017,1
50.4107666,54,9,36.15430973,0.35159314,-0.442661404,1
50.79586411,55,9,35.93578498,0.337333198,-0.42537761,1
53.95412445,57,10,38.07560158,0.323027979,-0.613593242,1
53.39186096,56,9,37.64554633,0.307866634,-0.720559859,1
51.86375427,45,0,46.31847809,0.718646508,-0.315404185,1
51.27450562,48,0,44.33728361,0.646982669,-0.353729475,1
44.88110733,42,0,38.2533082,0.685663083,-0.192787504,1
47.32436752,45,8,38.21952721,0.861020649,0.903628263,1
54.11353302,53,0,44.58872255,0.606609766,-0.296777812,1
55.02815247,53,0,44.99182251,0.664724561,-0.164153725,1
53.2998085,53,0,41.94792535,0.596681223,-0.185452614,1
58.72457123,57,0,46.45508866,0.640499189,-0.076620154,1
56.00971603,56,0,46.24788386,0.667240175,0.000832591,1
48.80449295,49,0,39.68898967,0.648144639,0.044012634,1
59.9777832,62,0,47.81337406,0.601614817,0.007373763,1
51.43438721,54,0,40.22636333,0.610960855,0.248544555,1
52.18417358,56,0,40.08054825,0.578795958,0.254263732,1
52.38840103,56,0,40.00425179,0.548318989,0.138746214,1
46.32064056,45,7,36.5703284,0.87011036,1.151338466,1
53.02979279,56,0,40.91288944,0.589896163,0.204022583,1
49.95503998,55,0,38.31770367,0.399742197,-0.354723421,1
53.44807053,61,0,41.40447248,0.334032184,-0.589897222,1
45.47966003,52,0,34.49342546,0.287622744,-0.664029757,1
46.01040268,52,0,34.85573659,0.29838071,-0.583943268,1
51.83375931,58,0,38.28999733,0.261106239,-0.650908878,1
49.01672745,46,0,41.49081446,0.970018616,1.275426688,1
52.16798019,51,0,46.32912065,0.749579216,0.096648267,1
50.82644653,50,0,44.42846382,0.762110056,0.238503311,1
50.82644653,50,0,44.42846382,0.762110056,0.238503311,1
44.72854996,43,8,34.5643645,0.882378213,1.244904811,1
50.34602737,54,0,41.82416381,0.628990556,0.087195017,1
45.25086212,43,8,37.98765679,0.932301872,0.936890226,1
47.11694336,46,9,38.82284673,0.899273671,0.849333592,1
46.04632187,45,8,37.33661451,0.854580677,0.793863028,1
49.734478,49,9,39.72053575,0.806955645,0.702755174,1
45.71594238,44,8,36.21981228,0.836498229,0.861247156,1
51.33945847,53,9,39.42064061,0.575341657,-0.115940689,1
52.45799637,54,9,40.17031581,0.582930065,-0.030783534,1
53.95497894,55,9,40.94494313,0.57008715,-0.036043955,1
54.17281723,55,0,43.67620336,0.619055363,-0.13428971,1
39.07210159,25,0,40.34481969,0.815751192,-0.106426473,1
44.37736893,48,7,34.19512764,0.488890367,-0.245211853,1
52.41585541,53,0,42.08332171,0.649155803,-0.046836588,1
52.39050293,54,9,39.48958233,0.680865128,0.467374117,1
52.53450394,53,6,36.967168,1.078871283,2.305148087,1
55.26703262,57,6,38.04982375,1.030959201,2.097106964,1
54.59892654,60,7,37.47863001,0.827089521,1.823650656,1
46.93494797,50,6,33.18779171,0.954689106,2.167863704,1
47.15494537,49,6,32.92515923,0.907190943,1.898203562,1
49.31207657,54,6,33.45654144,0.822570239,2.018935758,1
49.31207657,54,6,33.45654144,0.822570239,2.018935758,1
58.2937851,67,2,43.50776614,0.404030199,0.196802716,1
61.50894165,67,10,46.45521887,0.430550418,-0.399227625,1
55.06452179,63,2,41.01604077,0.427448091,0.312654189,1
55.31753159,60,2,42.03278915,0.635462462,0.766367288,1
58.34529495,64,2,43.63208921,0.520752354,0.507934043,1
54.22980118,60,2,41.3808806,0.591594126,0.651294896,1
54.21013641,62,2,40.60168682,0.484142964,0.489506859,1
47.94253922,50,6,36.36736705,1.105966194,2.326868772,1
45.39529037,45,6,34.68826727,1.072214302,1.862240849,1
49.32217789,51,6,37.09689052,1.084711789,2.371965996,1
47.66926575,50,6,35.57212076,1.057902615,2.438863903,1
51.99380875,55,6,40.3441103,1.04326652,1.787300952,1
64.18045425,72,10,47.44614178,0.331820444,-0.579057955,1
50.90547562,53,6,39.53915217,1.056313521,1.856594461,1
51.41482925,52,6,40.68959391,1.09225812,1.855553007,1
51.12245941,52,7,40.440232,1.066341987,1.758695178,1
50.68994141,53,6,39.98237357,1.054735577,1.880384723,1
63.59997559,69,0,38.10447044,0.453741367,0.872572626,1
60.82095337,65,0,36.7147303,0.389689349,0.487763481,1
60.9889679,61,0,38.07182531,0.585533809,0.71913888,1
59.60443115,65,0,37.63522641,0.498998892,0.693632218,1
59.36387634,64,0,36.60490739,0.496804245,0.804894388,1
59.88883972,69,3,42.47823327,0.422678331,0.43947249,1
48.90068436,49,7,41.13232817,0.794327197,0.432032442,1
60.03422546,68,3,43.06628246,0.521714345,0.649339567,1
57.77539444,63,3,42.18281714,0.692954242,1.136131653,1
56.06096268,62,3,40.13925235,0.612509984,1.084106576,1
57.56116104,65,3,41.56603022,0.612095204,1.076073678,1
59.34975815,68,3,44.06866329,0.607294964,0.876729126,1
54.86493683,60,7,33.39755767,0.666676878,1.724850947,1
51.17382431,54,6,31.87324551,0.838117374,2.256337769,1
51.23527527,56,6,31.68686178,0.679080048,1.770984247,1
37.99321747,35,6,29.57372227,1.44088741,3.98883752,1
36.4261055,33,6,28.54653976,1.621603352,4.937867777,1
49.21874237,49,7,41.37887578,0.79125411,0.405778946,1
39.80000305,37,6,30.92564412,1.637406733,4.740765152,1
62.68527985,67,0,39.14918745,0.346225344,0.531081361,1
62.73205566,68,5,39.2245035,0.367366784,0.61382355,1
53.63388443,58,4,34.81172204,0.441964484,0.660849822,1
59.03055954,64,4,44.5531187,0.657040697,0.656896011,1
53.36069107,57,4,40.4440711,0.706224166,0.820813987,1
60.08737183,64,4,45.58933755,0.693874733,0.687733022,1
54.29150391,58,4,41.84855005,0.706783431,0.7025388,1
66.15822983,73,5,40.4402078,0.423566875,0.938484244,1
63.84938812,70,5,39.23431324,0.426426109,0.894271239,1
52.4559288,51,0,44.94042224,0.824379964,0.534236673,1
49.56352615,50,6,38.624138,1.042385425,1.589441249,1
47.63149643,48,6,36.80432158,1.041288946,1.607758465,1
50.53645706,54,7,37.30619074,1.036500321,2.363138594,1
47.98704529,49,6,36.03669236,1.148486808,2.662507073,1
48.90008926,51,7,36.54123962,1.090517195,2.537240984,1
50.29024124,54,6,37.19931104,1.00208661,2.330100547,1
57.55504227,60,6,42.88721996,0.748483806,0.639190204,1
46.5152626,48,5,34.49686102,0.766703978,0.772917286,1
44.1232338,44,4,32.9234661,0.776857182,0.591569941,1
55.91943359,59,5,41.4429039,0.787483199,0.783451332,1
53.78823471,55,0,44.75999421,0.718473031,0.322908475,1
48.80521393,49,4,42.11878626,0.942122833,1.334321693,1
45.71215057,44,4,40.42355165,1.090181411,1.819037943,1
44.93516159,40,4,39.7805763,1.1141003,1.604852675,1
44.07577896,43,4,38.86698608,1.09526264,1.878708035,1
44.9910965,45,4,39.58280837,1.091816985,2.087414298,1
52.29095459,58,7,40.75121396,1.043985079,2.055762078,1
49.67140961,52,6,39.30293727,1.064303908,1.977807037,1
44.49868393,43,6,36.19387754,1.162872531,1.994989431,1
48.56922531,49,7,39.98867579,1.165454806,2.058063205,1
44.80379868,46,7,37.60056025,0.761070175,0.301099685,1
52.00261688,54,0,42.53122382,0.723502955,0.409538442,1
57.51380157,64,9,42.57464113,0.385147767,-0.469169569,1
52.22869873,56,0,42.97451333,0.589589976,0.005351118,1
51.66171265,54,0,42.13705121,0.582335843,0.02536191,1
52.42133713,56,0,41.83830352,0.542845945,0.011951883,1
54.49156189,60,0,42.41203366,0.492183233,0.009283598,1
53.67601013,59,0,41.13265015,0.440780074,-0.057232261,1
53.44805527,59,0,39.84653381,0.45669688,0.193677927,1
52.07610703,57,7,41.56886243,0.561484686,0.000207772,1
55.79457092,60,8,44.75992279,0.591288919,0.055941852,1
47.31000519,52,6,37.96641709,0.586048077,0.099747502,1
53.43612289,57,0,42.02349334,0.621837051,0.321856131,1
52.19894791,51,8,44.42374373,0.799140618,0.2913562,1
53.01087189,52,9,44.79381692,0.781681722,0.237163081,1
53.43105316,50,9,44.96467594,0.781405073,0.237906248,1
55.64543915,54,9,45.94770174,0.751398495,0.261044566,1
56.09976578,57,9,45.41903155,0.748261274,0.372004882,1
46.49022675,47,8,38.84323623,0.815269722,0.599916015,1
51.87709045,52,9,43.23434314,0.816308674,0.608132592,1
50.40179825,51,8,42.09844777,0.851679096,0.769428083,1
49.91671753,56,6,36.78303412,0.333824484,-0.330713137,1
52.90943909,61,6,37.91061198,0.233441957,-0.515956812,1
47.51236343,47,0,42.0910186,0.782238409,0.241364087,1
54.78179932,63,7,38.55780084,0.190564876,-0.561006703,1
59.01829529,68,6,41.01443284,0.182154921,-0.478283486,1
